Species	Gene	Gene_symbol	Start	End	Strand	Class	gene_family_symbol	in_palindrome	palindrome_name	cluster
MacFas	G protein-coupled receptor associated sorting protein 1	GPRASP1	109046487	109111285	+	Unknown	GPRASP2	no		GPRASP1
MacFas	RAB40A like	RAB40AL	109168279	109426212	+	Unknown	RAB40A	no		RAB40A
MacFas	nuclear RNA export factor 3	NXF3	109451441	109469627	-	Unknown	NXF2	no		NXF3
MacFas	transcription elongation factor A like 8	TCEAL8	109628026	109639704	-	Unknown	TCEAL8	no		TCEAL8
MacFas	cancer/testis antigen family 47 member C1	CT47C1	125407991	125409797	+	Unknown	CT47C1	no		CT47C1
MacFas	small integral membrane protein 10	SMIM10	141269149	141290459	+	Unknown	SMIM10L2A	no		SMIM10
MacFas	small integral membrane protein 10 like 2B	SMIM10L2B	141416331	141420005	-	Unknown	SMIM10L2A	no		SMIM10L2A
MacFas	embryonic testis differentiation homolog B	ETDB	141504898	141506407	-	Unknown	ETDA	no		ETDB
MacFas	small integral membrane protein 10 like 2A	SMIM10L2A	141734193	141737900	+	Unknown	SMIM10L2A	no		SMIM10L2A
MacFas	integrator complex subunit 6 like	INTS6L	141836790	141899670	+	Unknown	SAGE1	no		INTS6L
MacFas	sarcoma antigen 1	SAGE1	142000323	142014742	+	Unknown	SAGE1	no		SAGE1
MacFas	MAGE family member C3	MAGEC3	147917632	147919859	+	Unknown	MAGEB18	no		MAGEC3
MacFas	endothelium and lymphocyte associated ASCH domain 1	EOLA1	155617081	155621939	+	Unknown	EOLA1	no		EOLA1_4
MacFas	MAGE family member A11	MAGEA11	155808812	155812926	+	Unknown	MAGEB18	no		MAGEA11
MacFas	transmembrane protein 185A	TMEM185A	155701510	155734858	-	Unknown	TMEM185A	no		TMEM185A
MacFas	endothelium and lymphocyte associated ASCH domain 2	EOLA2	156008268	156017817	-	Unknown	EOLA1	no		EOLA2_3
MacFas	MAGE family member A4	MAGEA4	157992421	157999059	+	Unknown	MAGEB18	no		MAGEA1
MacFas	MAGE family member A10	MAGEA10	158208676	158211142	-	Unknown	MAGEB18	no		MAGEA10
MacFas	PNMA family member 5	PNMA5	159083531	159086904	-	Unknown	PNMA6E	no		PNMA5
MacFas	PNMA family member 3	PNMA3	159119027	159123019	+	Unknown	PNMA6E	no		PNMA3
MacFas	PNMA family member 6F	PNMA6F	159371495	159375583	-	Unknown	PNMA6E	no		PNMA6F
MacFas	PNMA family member 6E	PNMA6E	159453263	159456525	-	Unknown	PNMA6E	no		PNMA6E
MacFas	testis expressed 28	TEX28	160275090	160299291	-	Unknown	TEX28	no		TEX28
MacFas	L antigen family member 3	LAGE3	160478929	160480163	-	Unknown	LAGE3	no		LAGE3
MacFas	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma	IKBKG	160539594	160576652	+	Unknown	IKBKG	no		IKBKG
MacFas	coagulation factor VIII	F8	160946972	161156963	-	Unknown	F8A2	no		F8
MacFas	H2A.B variant histone 1	H2AB1	160994341	160995000	+	Unknown	H2AB3	no		H2AB1
MacFas	coagulation factor VIII associated 1	F8A1	160995881	160997596	+	Unknown	F8A2	no		F8A3
MacFas	H2A.L variant histone 3	H2AL3	37935252	37935996	+	Unknown	H2AB3	no		H2AL3_2
MacFas	nudix hydrolase 10	NUDT10	51326655	51331415	+	Unknown	NUDT10	no		NUDT10
MacFas	Rhox homeobox family member 2	RHOXF2	126390415	126447659	+	Unknown	RHOXF2B	no		RHOXF2
MacFas	cancer/testis antigen family 45 member A10	CT45A10	142038995	142043292	-	Unknown	CT45A8	no		CT45A3
MacFas	SPANX family member N4	SPANXN4	149087041	149095494	+	Unknown	SPANXA1	no		SPANXN4
MacFas	PNMA family member 6A	PNMA6A	159134752	159136024	+	Unknown	PNMA6E	no		PNMA6A
MacFas	opsin 1, medium wave sensitive 3	OPN1MW3	160260334	160274919	+	Unknown	OPN1LW	no		OPN1MW
MacFas	granulocyte-macrophage colony-stimulating factor receptor subunit alpha-like	LOC141406888	1174848	1216280	+	Unknown	CSF2RA	no		CSF2RA
MacFas	testis-specific basic protein Y 1-like	LOC102122524	6204992	6205906	-	Unknown	VCX2	no		MacFas_cluster1
MacFas	testis-specific basic protein Y 1-like	LOC102120879	7479321	7482413	+	Unknown	VCX2	no		MacFas_cluster1
MacFas	testis-specific basic protein Y 1-like	LOC102122290	7565198	8102557	+	Unknown	VCX2	no		MacFas_cluster1
MacFas	testis-specific basic protein Y 1-like	LOC123571291	7800362	7801280	-	Unknown	VCX2	no		MacFas_cluster1
MacFas	thymosin beta-10-like	LOC123570864	18209853	18209981	+	Unknown	TMSB15B	no		MacFas_PonAbe_PonPyg_SymSyn_cluster1
MacFas	melanoma-associated antigen B6B	LOC102125222	26141474	26143473	+	Unknown	MAGEB18	no		MAGEB6
MacFas	melanoma-associated antigen B6-like	LOC102125611	26167767	26170921	+	Unknown	MAGEB18	no		MAGEB6
MacFas	uncharacterized LOC135969351	LOC135969351	41291515	41299728	+	Unknown	uncharacterized LOC129138873	no		
MacFas	large ribosomal subunit protein eL42-like	LOC102127500	46052047	46052519	-	Unknown	RPL36A-HNRNPH2	no		MacFas_cluster1
MacFas	putative protein SSX6	LOC102120735	48204536	48213534	+	Unknown	SSX4B	no		SSX3
MacFas	putative protein SSX6	LOC123571056	48222125	48231123	-	Unknown	SSX4B	no		SSX3
MacFas	protein SSX3	LOC102119223	48264119	48271815	-	Unknown	SSX4B	no		SSX3
MacFas	putative protein SSX8	LOC102121356	48335343	48343280	+	Unknown	SSX4B	no		SSX3
MacFas	protein SSX5-like	LOC102122019	48365256	48375661	-	Unknown	SSX4B	no		SSX3
MacFas	putative protein SSX9	LOC102122895	48395951	48405829	-	Unknown	SSX4B	no		SSX3
MacFas	protein SSX5-like	LOC102121259	48481208	48489557	-	Unknown	SSX4B	no		SSX3
MacFas	protein SSX4-like	LOC102123260	48532656	48541853	+	Unknown	SSX4B	no		SSX3
MacFas	protein SSX3	LOC102124177	48572582	48588626	+	Unknown	SSX4B	no		SSX3
MacFas	G antigen 10-like	LOC135964422	49493245	49498943	+	Unknown	GAGE1	no		GAGE1
MacFas	G antigen 10-like	LOC135969129	49502216	49507878	+	Unknown	GAGE1	no		GAGE1
MacFas	G antigen 10-like	LOC135969128	49511151	49516809	+	Unknown	GAGE1	no		GAGE1
MacFas	G antigen 10-like	LOC135969125	49519029	49525740	+	Unknown	GAGE1	no		GAGE1
MacFas	G antigen 10-like	LOC135969126	49529013	49534676	+	Unknown	GAGE1	no		GAGE1
MacFas	G antigen 10-like	LOC102124448	49536835	49590343	+	Unknown	GAGE1	no		GAGE1
MacFas	G antigen 10-like	LOC102123791	49545870	49550716	+	Unknown	GAGE1	no		GAGE1
MacFas	G antigen 10-like	LOC102125613	49583617	49590343	+	Unknown	GAGE1	no		GAGE1
MacFas	G antigen 10-like	LOC135969067	49593704	49599320	+	Unknown	GAGE1	no		GAGE1
MacFas	G antigen 10-like	LOC135969050	49601539	49608298	+	Unknown	GAGE1	no		GAGE1
MacFas	diphosphoinositol polyphosphate phosphohydrolase 3-beta	LOC102137860	51526189	51532469	-	Unknown	NUDT10	no		NUDT10
MacFas	centromere protein V-like protein 1	LOC135969049	51722935	51724569	-	Unknown	CENPVL2	no		CENPVL3
MacFas	centromere protein V-like protein 1	LOC135969099	51752075	51753739	+	Unknown	CENPVL2	no		CENPVL3
MacFas	putative uncharacterized protein FLJ39060	LOC102141035	52148066	52149660	-	Unknown	putative uncharacterized protein FLJ39060	no		GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_SymSyn_cluster1
MacFas	melanoma-associated antigen D4	LOC102139876	52157208	52164591	-	Unknown	MAGED1	no		MAGED4
MacFas	melanoma-associated antigen D4	LOC135964336	52255569	52262952	+	Unknown	MAGED1	no		MAGED4
MacFas	X antigen family member 1	LOC135969136	52538554	52545013	+	Unknown	XAGE1A	no		XAGE1A
MacFas	X antigen family member 1	LOC135969134	52557325	52563784	-	Unknown	XAGE1A	no		XAGE1A
MacFas	X antigen family member 1	LOC102142483	52568278	52574753	-	Unknown	XAGE1A	no		XAGE1A
MacFas	X antigen family member 1-like	LOC135969175	52666880	52673364	+	Unknown	XAGE1A	no		XAGE1A
MacFas	X antigen family member 1-like	LOC135969193	52677741	52684205	+	Unknown	XAGE1A	no		XAGE1A
MacFas	X antigen family member 1-like	LOC135969133	52690572	52713714	+	Unknown	XAGE1A	no		XAGE1A
MacFas	X antigen family member 3-like	LOC135969100	52769465	52776373	+	Unknown	GAGE1	no		XAGE3
MacFas	X antigen family member 5	LOC102143393	52779549	52787210	-	Unknown	GAGE1	no		XAGE5
MacFas	X antigen family member 5	LOC135969093	52817548	52825209	+	Unknown	GAGE1	no		XAGE5
MacFas	X antigen family member 3-like	LOC102127003	52828385	52835833	-	Unknown	GAGE1	no		MacFas_cluster1
MacFas	protein FAM156A/FAM156B	LOC135969268	52894257	52906294	+	Unknown	FAM156B	no		FAM156B
MacFas	putative G antigen family E member 3	LOC102142852	55158499	55162437	+	Unknown	GAGE1	no		PAGE5
MacFas	P antigen family member 5	LOC102144656	55318707	55322460	+	Unknown	GAGE1	no		PAGE5
MacFas	putative G antigen family E member 3	LOC102145920	55385696	55395418	+	Unknown	GAGE1	no		PAGE5
MacFas	spindlin-2	LOC102121257	57088483	57090343	-	Unknown	SPIN2A	no		SPIN2A
MacFas	spindlin-2-like	LOC135969219	57096213	57102931	-	Unknown	SPIN2A	no		SPIN2A
MacFas	zinc finger X-linked protein ZXDB	LOC102124832	57478570	57506291	+	Unknown	ZXDA	no		ZXDA
MacFas	zinc finger X-linked protein ZXDA-like	LOC102125980	57501696	57739118	-	Unknown	ZXDA	no		ZXDA
MacFas	uncharacterized LOC135969102	LOC135969102	73319319	73332312	+	Unknown	uncharacterized LOC129138873	no		
MacFas	uncharacterized protein CXorf49-like	LOC102125231	78386489	78390426	-	Unknown	CXorf49B	no		CXorf49
MacFas	uncharacterized protein CXorf49-like	LOC102125617	78391056	78395057	+	Unknown	CXorf49B	no		CXorf49
MacFas	uncharacterized protein CXorf49	LOC102126528	78438439	78442349	-	Unknown	CXorf49B	no		CXorf49
MacFas	uncharacterized protein CXorf49-like	LOC135969165	78442540	78444843	+	Unknown	CXorf49B	no		MacFas_cluster1
MacFas	uncharacterized protein CXorf49-like	LOC135969169	78502065	78504368	-	Unknown	CXorf49B	no		MacFas_cluster1
MacFas	uncharacterized protein CXorf49	LOC135969162	78504569	78508471	+	Unknown	CXorf49B	no		CXorf49
MacFas	doublesex- and mab-3-related transcription factor C1	LOC102135431	79655388	79725763	-	Unknown	DMRTC1B	no		DMRTC1
MacFas	polyadenylate-binding protein 1-like 2	LOC135969312	79792148	79794967	+	Unknown	PABPC1L2B	no		PABPC1L2B
MacFas	polyadenylate-binding protein 1-like 2	LOC135969311	79853297	79856071	-	Unknown	PABPC1L2B	no		PABPC1L2B
MacFas	thymosin beta-4	LOC123571114	107391650	107392226	+	Unknown	TMSB15B	no		TMSB4X
MacFas	protein ARMCX6-like	LOC102132402	108231139	108255892	+	Unknown	ARMCX2	no		MacFas_cluster1
MacFas	protein ARMCX6	LOC102127891	108272244	108275105	-	Unknown	ARMCX2	no		ARMCX6
MacFas	T-complex protein 11-like X-linked protein 2	LOC102131775	108665451	108673944	+	Unknown	TCP11X2	no		TCP11X2
MacFas	nuclear RNA export factor 2	LOC102133037	108710395	108773096	+	Unknown	NXF2	no		NXF2
MacFas	nuclear RNA export factor 2-like	LOC135969331	108782742	108792526	-	Unknown	NXF2	no		NXF2
MacFas	nuclear RNA export factor 2-like	LOC102133156	109002006	109021576	+	Unknown	NXF2	no		NXF2
MacFas	ras-related protein Rab-40A-like	LOC102122298	109833678	109912762	-	Unknown	RAB40A	no		RAB40A
MacFas	thymosin beta-15A	LOC102133286	110340823	110344239	+	Unknown	TMSB15B	no		TMSB15A
MacFas	histone H2B type W-T	LOC102133669	110372456	110375503	+	Unknown	H2BW2	no		H2BW1
MacFas	histone H2B type F-M-like	LOC102134053	110430971	110461468	-	Unknown	H2BW2	no		MacFas_cluster1
MacFas	histone H2B type W-T	LOC102137233	110460893	110462209	+	Unknown	H2BW2	no		MacFas_cluster2
MacFas	histone H2B type F-M	LOC102134464	110495535	110498065	-	Unknown	H2BW2	no		H2BW2
MacFas	histone H2B type F-M	LOC123570936	110499976	110500917	+	Unknown	H2BW2	no		H2BW2
MacFas	histone H2B type W-T-like	LOC102136612	110524989	110525940	-	Unknown	H2BW2	no		H2BW1
MacFas	histone H2B type F-M-like	LOC102135947	110545250	110548011	-	Unknown	H2BW2	no		MacFas_cluster3
MacFas	thymosin beta-15A	LOC102135306	110558554	110561871	-	Unknown	TMSB15B	no		TMSB15A
MacFas	uncharacterized LOC135969031	LOC135969031	114953322	114960644	+	Unknown	uncharacterized LOC129138873	no		
MacFas	cancer/testis antigen family 47 member B1-like	LOC102123145	127151463	127154965	-	Unknown	CT47C1	no		MacFas_cluster1
MacFas	cancer/testis antigen family 47 member B1-like	LOC123571111	127157608	127159446	-	Unknown	CT47C1	no		CT47A4
MacFas	cancer/testis antigen family 47 member B1-like	LOC102122779	127162487	127164442	-	Unknown	CT47C1	no		CT47A4
MacFas	uncharacterized LOC141409385	LOC141409385	130476672	130483455	-	Unknown	uncharacterized LOC129138873	no		
MacFas	endogenous retrovirus group K member 7 Env polyprotein-like	LOC123571150	137879520	137886100	+	Unknown	endogenous retrovirus group K member 6 Env polyprotein-like	no		MacFas_cluster1
MacFas	embryonic testis differentiation protein homolog B-like	LOC123571293	141700951	141709064	+	Unknown	ETDA	no		ETDB
MacFas	cancer/testis antigen family 45 member A8-like	LOC102129453	142071694	142076962	-	Unknown	CT45A8	no		CT45A3
MacFas	putative MAGE domain-containing protein MAGEA13P	LOC102143660	144665142	144666092	+	Unknown	MAGEB18	no		GorGor_MacFas_PanPan_PanTro_PonAbe_PonPyg_cluster1
MacFas	uncharacterized LOC102121505	LOC102121505	147927662	147932021	+	Unknown	MAGEB18	no		MAGEC1
MacFas	uncharacterized LOC107126531	LOC107126531	147965988	147969447	+	Unknown	MAGEB18	no		MAGEC1
MacFas	uncharacterized LOC102122302	LOC102122302	148235476	148239083	-	Unknown	MAGEB18	no		MAGEC1
MacFas	uncharacterized LOC135969117	LOC135969117	148270982	148275033	-	Unknown	MAGEB18	no		MAGEC1
MacFas	melanoma-associated antigen C2	LOC102122899	148298748	148300279	-	Unknown	MAGEB18	no		MAGEC2
MacFas	sperm protein associated with the nucleus on the X chromosome N1	LOC102123927	149574516	149581716	-	Unknown	SPANXA1	no		SPANXN2
MacFas	sperm protein associated with the nucleus on the X chromosome N2	LOC102125235	149749129	149758427	-	Unknown	SPANXA1	no		SPANXN2
MacFas	sperm protein associated with the nucleus on the X chromosome N1	LOC102127123	151209714	151219889	+	Unknown	SPANXA1	no		SPANXN2
MacFas	sperm protein associated with the nucleus on the X chromosome N1	LOC102127506	151232099	151233046	+	Unknown	SPANXA1	no		MacFas_cluster1
MacFas	uncharacterized protein CXorf51A	LOC102130876	152879387	152879933	-	Unknown	CXorf51B	no		CXorf51B
MacFas	heat shock transcription factor, X-linked member 3	LOC107126466	155624038	155625776	-	Unknown	HSFX3	no		HSFX4
MacFas	melanoma-associated antigen 8-like	LOC102124602	155656761	155657979	-	Unknown	MAGEB18	no		MAGEA8
MacFas	melanoma-associated antigen 9	LOC123571149	155686342	155688340	-	Unknown	MAGEB18	no		MAGEA9
MacFas	heat shock transcription factor, X-linked	LOC123571402	155697471	155699782	-	Unknown	HSFX3	no		HSFX2
MacFas	melanoma-associated antigen 11-like	LOC123571064	155844663	155848794	-	Unknown	MAGEB18	no		MAGEA11
MacFas	heat shock transcription factor, X-linked-like	LOC102139885	155859626	155861947	+	Unknown	HSFX1	no		HSFX2
MacFas	melanoma-associated antigen 9	LOC102138756	155871056	155872756	+	Unknown	MAGEB18	no		MAGEA9
MacFas	melanoma-associated antigen 8-like	LOC102141584	155901617	155902636	+	Unknown	MAGEB18	no		MAGEA8
MacFas	melanoma-associated antigen 8	LOC102142743	155939719	155944411	+	Unknown	MAGEB18	no		MAGEA8
MacFas	melanoma-associated antigen 3-like	LOC102132531	158782033	158783622	+	Unknown	MAGEB18	no		MAGEA2
MacFas	chondrosarcoma-associated gene 2/3 protein	LOC102132915	158789444	158790452	-	Unknown	CSAG1	no		CSAG2
MacFas	chondrosarcoma-associated gene 2/3 protein	LOC123571193	158803772	158804423	+	Unknown	CSAG1	no		CSAG2
MacFas	melanoma-associated antigen 3-like	LOC102134827	158810457	158812012	-	Unknown	MAGEB18	no		MAGEA2
MacFas	melanoma-associated antigen 2	LOC101925199	158829448	158833471	-	Unknown	MAGEB18	no		MAGEA2
MacFas	melanoma-associated antigen 3	LOC102136222	158844181	158845911	-	Unknown	MAGEB18	no		MAGEA2
MacFas	uncharacterized LOC102145058	LOC102145058	159177431	159184365	-	Unknown	PWWP4	no		MacFas_cluster1
MacFas	melanoma-associated antigen 1	LOC102144551	159219709	159220691	+	Unknown	MAGEB18	no		MAGEA1
MacFas	uncharacterized LOC123571213	LOC123571213	159316630	159323564	+	Unknown	PWWP4	no		MacFas_cluster1
MacFas	long-wave-sensitive opsin 1	LOC135969085	160221804	160236372	+	Unknown	OPN1LW	no		OPN1MW
MacFas	testis-specific protein TEX28	LOC135969084	160236480	160257565	-	Unknown	TEX28	no		TEX28
MacFas	cancer/testis antigen 1-like	LOC135964356	160581240	160585459	+	Unknown	LAGE3	no		MacFas_cluster1
MacFas	cancer/testis antigen 1-like	LOC135969335	160618686	160621982	+	Unknown	LAGE3	no		CTAG2
MacFas	cancer/testis antigen 1-like	LOC102119362	160706159	160710730	-	Unknown	LAGE3	no		CTAG2
MacFas	NF-kappa-B essential modulator	LOC135964355	160710876	160745688	-	Unknown	IKBKG	no		IKBKG
MacFas	cancer/testis antigen 1-like	LOC102119988	160766910	160770217	+	Unknown	LAGE3	no		MacFas_cluster2
MacFas	histone H2A-Bbd type 2/3-like	LOC123571317	161473449	161473969	+	Unknown	H2AB3	no		H2AB1
MacFas	40-kDa huntingtin-associated protein	LOC135969152	161474855	161476570	+	Unknown	F8A2	no		F8A3
MacFas	40-kDa huntingtin-associated protein	LOC123571316	161507913	161509975	-	Unknown	F8A2	no		MacFas_PonAbe_PonPyg_cluster1
MacFas	histone H2A-Bbd type 2/3-like	LOC135969154	161510534	161512971	-	Unknown	H2AB3	no		H2AB1
